48.04651, -9.053764, 0.0
47.150852, -8.925603, 0.0
46.387151, -8.293947, 0.0
45.617203, -7.669935, 0.0
44.834481, -7.062055, 0.0
44.030741, -6.482351, 0.0
43.194278, -5.951229, 0.0
42.307125, -5.511238, 0.0
41.350134, -5.26902, 0.0
40.401824, -5.488253, 0.0
39.76835, -6.236547, 0.0
39.377204, -7.146211, 0.0
39.060401, -8.085247, 0.0
38.459811, -7.931658, 0.0
38.13602, -6.995049, 0.0
37.720467, -6.096739, 0.0
37.026664, -5.409005, 0.0
36.058317, -5.286112, 0.0
35.112907, -5.573454, 0.0
34.235431, -6.032776, 0.0
33.405275, -6.573783, 0.0
32.605738, -7.159293, 0.0
31.825528, -7.770402, 0.0
31.056988, -8.396151, 0.0
30.290116, -9.023266, 0.0
29.409955, -8.939146, 0.0
29.586041, -8.032354, 0.0
30.216318, -7.267516, 0.0
30.838535, -6.496116, 0.0
31.444431, -5.711857, 0.0
32.021565, -4.906273, 0.0
32.54914, -4.067583, 0.0
32.983135, -3.177533, 0.0
33.211968, -2.217568, 0.0
32.96517, -1.276813, 0.0
32.201657, -0.660243, 0.0
31.289689, -0.274195, 0.0
30.351259, 0.044435, 0.0
30.595898, 0.644697, 0.0
31.531869, 0.97028, 0.0
32.426137, 1.394038, 0.0
33.091769, 2.107427, 0.0
33.184045, 3.080103, 0.0
32.882998, 4.021515, 0.0
32.418127, 4.896116, 0.0
31.874796, 5.724768, 0.0
31.288525, 6.523757, 0.0
30.677432, 7.30398, 0.0
30.052347, 8.073061, 0.0
29.438312, 8.848522, 0.0
29.605957, 9.711643, 0.0
30.495192, 9.463215, 0.0
31.259379, 8.832146, 0.0
32.030597, 8.209707, 0.0
32.815107, 7.60414, 0.0
33.620587, 7.026847, 0.0
34.457847, 6.496958, 0.0
35.343269, 6.053327, 0.0
36.29654, 5.795261, 0.0
37.248418, 5.992636, 0.0
37.852255, 6.760544, 0.0
38.181967, 7.694399, 0.0
38.478234, 8.640038, 0.0
39.10774, 8.664051, 0.0
39.399384, 7.716991, 0.0
39.786929, 6.806083, 0.0
40.43364, 6.070385, 0.0
41.387573, 5.873993, 0.0
42.341914, 6.127411, 0.0
43.226685, 6.572225, 0.0
44.061709, 7.105613, 0.0
44.864394, 7.686784, 0.0
45.646505, 8.295455, 0.0
46.416153, 8.919837, 0.0
